DaysUntilExpiration,PercFromStrike,VIX,OptionsPricePercent
8.0,-0.11321863157855744,50.168739662447955,0.024007841118876702
70.0,-0.09474590723879694,16.93299887205625,0.03975597348425516
59.0,0.0461748457379087,62.05543333337093,0.18913409933118377
39.0,-0.17895147743413678,30.465052240835938,0.0071398618045309895
39.0,-0.17208721822935377,77.09147607575736,0.11931873176062993
78.0,-0.09115741467148139,11.764327222095115,0.024836988602005658
7.0,-0.157689086328813,49.51151997727132,0.0
63.0,-0.028792459839675322,59.265842052670976,0.17783588847379728
18.0,-0.10983061692107438,40.15853913262959,0.017811210198102136
8.0,0.011551866140321193,77.56911438012449,0.09211673427991435
47.0,-0.012847362679211466,30.976490607940825,0.149587440506833
88.0,-0.08229830135033792,11.648061508631406,0.036050033142158364
66.0,0.01124484789008462,57.90687331925278,0.20674379777242763
69.0,-0.174795288754611,46.018562867557165,0.052812067961235845
65.0,-0.05472524885119298,52.585518006172876,0.14202001885190316
71.0,-0.048716758297546736,48.68500355926441,0.10250204213278476
46.0,-0.13849472154255069,60.399701726301686,0.08982431837120836
11.0,-0.18759466837743033,43.14259811057247,0.0
76.0,-0.06620025938413826,14.778758670405402,0.05760781648657201
40.0,-0.0715807376100373,14.042939230802691,0.02119111770450691
45.0,-0.03659706016237688,12.112934658339022,0.023878206352638206
33.0,-0.14676781476824138,77.50260723686561,0.09270750357554638
16.0,-0.15508915956089955,76.95384623097824,0.03622880064348804
84.0,0.04447897233892134,37.19026436683929,0.18907587733760084
71.0,-0.17157787617885625,57.00921397447153,0.10217002266415641
58.0,0.04985214650532807,13.70663203614262,0.06234320363991719
36.0,-0.0200058064618949,59.48901260610553,0.14297934861646744
74.0,-0.04266944042243409,41.93468973659809,0.14495033351742662
49.0,-0.11505412612850568,44.90415389553756,0.06778314958012957
40.0,0.016950775721296912,17.103223825087156,0.07259630058334673
40.0,0.02751540307255218,37.355025203124896,0.12352776081177824
20.0,-0.019529000001549307,22.784317914844586,0.038260084208438926
8.0,-0.02252785520558226,10.453983026842984,0.04867479220204603
50.0,-0.07671134178963679,38.905709347277295,0.10133555340677758
80.0,-0.18054128365985983,17.29465997850398,0.0
5.0,0.04975726101114941,22.975483135261868,0.020294478980911773
78.0,-0.19611115469299767,31.538551944145013,0.03932130525211815
75.0,-0.07615065015358172,41.73278637528878,0.1012914017677146
25.0,-0.10821642182803506,26.856268794051157,0.015314415213291297
57.0,-0.005966910327444258,76.6858758624502,0.21397540363436418
15.0,-0.01605490904784676,74.35073582991723,0.11981138793005594
68.0,-0.04298757313240281,27.386562528662058,0.0912860300223842
63.0,-0.1813153643444068,41.411231498506055,0.025343935235766835
32.0,-0.1407876380647557,52.51829950727743,0.039206268594286456
6.0,-0.176460392542149,23.04684686031929,0.0
88.0,0.044744090428988054,53.98239421063716,0.22333684822607164
40.0,-0.16805427605283932,39.437453200193,0.01899725722914703
81.0,0.04179818107935587,12.174511784289157,0.0737615890283925
61.0,-0.1718219568892304,27.984423086130725,0.023626589016659913
70.0,0.015557586030777476,22.831117533385857,0.11932280772842987
69.0,-0.056342456305547656,67.59608358394458,0.17846024757330972
17.0,0.007931414650766744,44.826564299336965,0.07365563969898044
33.0,-0.041491510441913015,22.604399175057388,0.0510269326260161
42.0,-0.007790708223722881,49.82602786701333,0.12740984053159282
45.0,-0.0172970998839391,40.53569260250744,0.12939695138007548
3.0,-0.13495325577769382,39.92669998447045,0.0
49.0,0.03376207312592738,24.099659898649577,0.08204403634748447
14.0,-0.039088473943835605,54.74003163527344,0.07260850881816085
67.0,-0.14947897035617458,67.42075577150575,0.1347894957257269
62.0,-0.12348949242816529,43.953768902305654,0.06810050356763107
83.0,-0.06673724820362109,20.414406247475537,0.06628247232610947
67.0,0.02045668362353853,28.313671003122664,0.12639192188004508
33.0,-0.0008117200009889192,31.975290160443876,0.11395980956057775
88.0,-0.1244879983224998,71.8201698106666,0.2012351612429822
37.0,-0.027878421931479963,53.668769838918294,0.11329852755788833
29.0,-0.19958579248110644,74.86258166342645,0.07078496520559657
82.0,-0.11683973812726281,32.536170031705566,0.06854436225687532
33.0,0.009898806041705815,71.10429865408145,0.168232641263977
6.0,-0.16219970052354624,65.41680546028937,0.0012436379867003904
42.0,-0.1116511840446095,76.42291152455745,0.13966433062727654
72.0,-0.1997391707322851,26.924457833458906,0.0
17.0,-0.19421681844842575,76.30214599758767,0.02531300653888985
42.0,-0.1634952522493337,56.16110299251201,0.06442079679692503
11.0,-0.17453423617536132,61.41641516929193,0.0
62.0,-0.07756766406700139,23.011931466325766,0.053856995883814686
43.0,0.025001091522720287,25.12372796074256,0.1044953882346469
30.0,-0.1788395733992902,79.60252822270196,0.06582566401300399
20.0,0.017459217379085484,64.87899870341519,0.10783706806692306
51.0,-0.03296054041912583,72.23317811593263,0.15502906086359566
60.0,-0.15777628114291065,28.35362779432579,0.0
85.0,-0.12756587644912448,44.65433743698112,0.13860755187521379
39.0,-0.15145412936102817,47.07019969444006,0.029188188220250474
14.0,-0.0026753858111014384,28.647409975812725,0.051005223812057396
75.0,-0.01872491093204684,20.116414564035303,0.11364603505385647
57.0,-0.12389766341808325,23.015960382411592,0.011568305023056853
63.0,-0.18641641760136082,32.316172286892254,0.008574764178171967
8.0,-0.15781481000688308,39.53984404110874,0.0
28.0,-0.04253090966845394,11.310475754860274,0.03205658899030713
69.0,-0.17740679839704918,43.395738267710826,0.03583811607073362
75.0,-0.06588362478939733,47.015918760496646,0.1303537848045256
39.0,-0.04676774695611435,43.26407318891856,0.11182298602883212
73.0,-0.028061597883029976,51.47366120349385,0.1650629452781324
76.0,-0.16866106374610443,16.273247104476702,0.0
35.0,-0.08507352978505378,71.70141110396301,0.12232673107534853
81.0,-0.08415084451925658,26.36137770364239,0.09559334715288031
26.0,0.00882064924201087,40.63297256751062,0.08549579204886085
21.0,-0.08282074757441465,69.9484480722023,0.06327467926596395
62.0,-0.09830105989750937,60.096674460651265,0.15034427276264925
57.0,-0.169134887737349,60.545483235906175,0.06895058793398223
12.0,-0.026383912219799244,66.03736133181224,0.064081374396641
75.0,-0.045052629663353605,77.69001776726294,0.24555136048603143
18.0,-0.020762537404788894,12.878627843735307,0.03084349500227951
73.0,-0.0359291862582046,79.81745065364295,0.23974120456325174
0.0,0.018820956929215288,75.44372237971233,0.0
72.0,0.01933652656825699,19.925099613197816,0.11422247211713123
71.0,-0.12307918557803366,30.63596061015528,0.041957870330344295
71.0,-0.15439698522826223,56.12975327823174,0.12217361678838294
60.0,0.03161937532438913,71.63314930870462,0.21144416428939045
42.0,-0.021740023604265524,47.95395075035375,0.1366301578673997
64.0,0.04274435005370594,45.90921893880695,0.1658360922253837
25.0,-0.07576107409981428,18.376719165365586,0.016120954385155192
71.0,0.04056083914822739,60.671313182676876,0.19380145142030153
50.0,-0.1693203015241541,44.953104134755165,0.031243044059687284
41.0,-0.05240885949670812,17.302375648325405,0.06262574885142501
46.0,-0.07581617363344295,73.86228143330055,0.12865026931936668
51.0,-0.1993387696286668,26.61763879854611,0.0
3.0,-0.15177532133026284,47.290042136035176,0.0
12.0,-0.16163196219416637,68.38299106957945,0.0
22.0,-0.18479767788461154,57.24061750544,0.0046189541772659335
10.0,0.03703726889451062,26.42256083831233,0.05244846945562976
40.0,0.04134179619278952,79.97338593340176,0.20391492375447887
60.0,0.02293749915167967,16.50139762461946,0.11029455202568435
59.0,0.04722021786847949,66.38039975151982,0.17508097353666777
42.0,0.007666054341919082,42.49110574698612,0.12727286924445635
77.0,0.033045267525423444,15.051769093343587,0.1091911760685224
51.0,-0.15059221761660685,26.984586424855497,0.019322912895899297
7.0,-0.13577903516482992,15.832555419517202,0.0
69.0,0.015516524799284087,24.487257499537723,0.1070279359265673
52.0,-0.08013406775934823,71.93020193854636,0.15336200471514358
57.0,-0.02075689317913887,30.47304300723342,0.09521306263827536
51.0,-0.05952272700876915,52.756618381034826,0.1330529516330525
50.0,-0.12359031497440431,23.969026997089305,0.04150344432081733
8.0,-0.1287912880519857,27.14608301502957,0.0
50.0,-0.012955099601475367,34.692055747171366,0.09808541787197173
72.0,-0.06697622174267748,76.34882895840627,0.19755626085609418
27.0,-0.1101535798443003,24.799966613916567,0.0
54.0,-0.0457400753690084,55.995560012598574,0.1285103173826736
2.0,-0.0950156038524019,36.061987065983544,0.0
31.0,-0.08123128918814498,19.98301551213433,0.006594779396301421
39.0,-0.03052257466298114,48.81693705024756,0.1067436227705886
89.0,-0.08550869950733764,36.10124320241759,0.12375070624228354
19.0,0.03748515321443732,71.09320272823344,0.11839899977570899
25.0,-0.07870184167195263,74.80134716380229,0.10369539114340798
37.0,0.040455705130611336,49.91193983024632,0.12937195640973337
90.0,0.011922038669361729,30.54446542118154,0.15114314498945117
77.0,0.022731840454334212,47.23198959746474,0.17152660744633197
3.0,-0.009181167557399561,71.95123944557362,0.023288657179499246
21.0,-0.04886858975898631,57.234804808133575,0.08582997412135625
74.0,-0.06683308478138336,16.070374839422037,0.04646334953694657
5.0,-0.06208621976626927,14.508419509962707,0.021008649751432254
77.0,-0.1496363146808925,20.823619171607636,0.0
25.0,-0.14640128177758854,49.63357909237605,0.035663782505202336
83.0,-0.1914595429388126,21.750660333677537,0.0
26.0,-0.0136099243803538,27.787369968143864,0.10777724273660051
39.0,-0.1687841235091673,46.96910042255266,0.04052314765974898
60.0,-0.0544627171682765,49.63065877064214,0.15939781012208634
11.0,-0.16551922538586164,67.73129881659867,0.0
50.0,-0.18336331713660395,40.577235144900065,0.021816733832709018
45.0,-0.06660140786306842,64.4463116315562,0.12761560915181847
71.0,0.01827397319730048,15.566893219585538,0.10515604484333559
90.0,-0.11099639122414853,47.95235351512014,0.136057171965965
60.0,0.0298068772031638,40.06790172450074,0.15102094188085133
37.0,-0.197423215457363,74.7260055688525,0.06867136404628697
36.0,-0.08356524790673303,60.419969385984324,0.11856930680511284
38.0,-0.16330888972868607,58.40699533234141,0.05787615824201275
74.0,-0.12105487783295674,73.3374649593916,0.16738036439338944
29.0,-0.1940670679500675,27.34219468665865,0.0
15.0,-0.19116312819950063,63.048229221129745,0.015241927589299386
30.0,-0.0217965782472625,70.63309236630239,0.15115079121670796
2.0,-0.0363649806170345,79.49258981491182,0.042287566527114566
9.0,-0.14791613717220806,40.03699023432897,0.0
8.0,0.02528724436450422,56.61323536052561,0.07639754050058783
70.0,-0.0280057659920033,23.191260850958766,0.0889139808774777
65.0,-0.11595672494206988,49.127639758936695,0.10527221750919469
63.0,-0.09808670532197122,41.18815802735966,0.058344385448813436
